"SiteLocation","Latitude.gmap","Longitude.gmap"
"会津若松市高野町大字中沼字鶴沼",37.5354736,139.9083772
"会津若松市高野町大字中沼字西坂才甲",37.5351964,139.9132495
"南相馬市鹿島区川子字割田",37.6639913,140.9953762
"南相馬市鹿島区川子字南割田",37.6639913,140.9953762
"須賀川市大字田中字関林",37.2465022,140.4230644
"いわき市渡辺町田部宇岸",36.959006,140.829411
"河沼郡会津坂下町大字青津字舘ノ腰",37.5951189,139.8230045
"いわき市好間町小谷作字竹ノ内",37.0673061,140.862217
"いわき市内郷御厨町久世原",37.042074,140.8683967
"いわき市久之浜町久之浜字水上",37.1409775,140.9924431
"福島市岡島字宮田",37.7899689,140.5170034
"伊達郡国見町大字大木戸字竹ノ花",37.8883065,140.5670786
"耶麻郡西会津町新郷大字三河字橋屋平",37.6011036,139.6376402
"いわき市四倉町字芳ノ沢",37.1252755,140.9719148
"郡山市本町1丁目",37.3925634,140.384967
"耶麻郡磐梯町大字磐梯字本寺八幡",37.5684288,139.9856816
"いわき市久之浜町久之浜字犬松沢",37.1378728,140.9917913
"南相馬市原町区西町",37.6365402,140.948462
"新地町駒ヶ嶺字原田",37.8432629,140.8969265
"耶麻郡塩川町大字大田木字古屋敷",37.6098965,139.8359153
"南相馬市原町区雫字五畝田",37.6170717,141.0129779
"相馬市東玉野字向山",37.7609793,140.7036218
"伊達市霊山町石田字庚申向",37.7545328,140.6830821
"大沼郡三島町大字桑ノ原字荒屋敷",37.4693205,139.6420538
"伊達市霊山町石田字行合道",37.7553199,140.6893406
"相馬市東玉野字姥ヶ岩",37.7690402,140.7539366
"いわき市平下大越字根岸",37.0433482,140.9585587
"会津若松市湊町大字赤井字笹山原",37.5135829,140.0198655
"福島県相馬郡新地町駒ヶ嶺字三貫地西",37.8441021,140.9044409
"田村郡三春町大字大町",37.4433368,140.4896297
"南会津郡只見町大字小林字七十苅",37.3072903,139.4510592
"いわき市小名浜住吉字搦",36.9802296,140.8853127
"喜多方市豊川町一井字前田",37.6212997,139.8774814
"南相馬市小高区小高字古城",37.5688775,140.9902383
"いわき市平山崎字小茶円",37.0568868,140.9424373
"いわき市平山崎字馬場",37.0581689,140.940972
"喜多方市慶徳町山科字古屋敷",37.6158289,139.8154622
"いわき市好間町北好間字上ノ台",37.0653174,140.8345783
"双葉郡広野町大字上北迫字上田郷",37.2221599,140.9836444
"東白川郡矢祭町大字東舘字下上野内",36.8688877,140.426617
"いわき市四倉町中島字大猿田",37.1277697,140.9432514
"広野町大字折木字館",37.1976785,140.9895101
"双葉郡楢葉町大字上小塙",37.2647634,140.9237156
"双葉郡楢葉町大字上小塙字鍛冶屋",37.2677779,140.9882065
"双葉郡楢葉町大字上小塙字地蔵堂",37.2751141,140.9818523
"双葉郡楢葉町大谷字上ノ原",37.2873668,140.9829927
"双葉郡富岡町本岡字上本町",37.3475783,140.978431
"本宮市高木",37.5137851,140.4127306
"双葉郡大熊町大字大川原字南平",37.3848908,140.9575815
"相馬郡鹿島町大字小池字立ノ沢",37.7128762,140.7832348
"双葉郡浪江町大字谷津田字乱塔前",37.4725717,140.961816
"双葉郡双葉町大字山田字上萩平",37.4281378,140.9621418
"双葉郡双葉町大字石熊字八房平",37.4402676,140.9510675
"南相馬市原町区馬場字原",37.6145526,140.9328316
"南相馬市鹿島区山下字北山下",37.7267231,140.915903
"南相馬市原町区深野字仲山",37.6773599,140.9198092
"双葉郡浪江町大字立野字沢東",37.5131225,140.9458567
"双葉郡浪江町大字室原字朴廹",37.4962209,140.9432514
"南相馬市深野字小池田",37.6720123,140.9191581
"南相馬市押釜字戸鳥土",37.6327996,140.9230645
"南相馬市馬場字切付",37.613841,140.9295757
"南相馬市小高区川房字広谷地",37.5332377,140.913299
"南相馬市小高区川房字四ッ栗",37.5340374,140.9264671
"双葉郡浪江町大字立野字古堤",37.5226204,140.9426002
"双葉郡浪江町大字室原字田子平",37.5015384,140.9416232
"南相馬市小高区大字羽倉字君ヶ沢",37.5807682,140.9347852
"南相馬市小高区飯崎字横大道",37.5574054,140.9575815
"南相馬市原町区石神字中山",37.6423853,140.917205
"南相馬市深野字西内",37.6690205,140.9230645
"南相馬市深野字菖蒲沢",37.6698577,140.916554
"南相馬市鹿島区浮田字椴木沢",37.7143654,140.9228603
"南相馬市小高区大田和字舘越",37.5448739,140.9458567
"南相馬市原町区馬場字赤柴",37.6182805,140.9250178
"相馬市坪田字西原",37.7674334,140.9015823
"相馬郡新地町駒ヶ嶺字鴻ノ巣",37.851219,140.8869208
"相馬郡新地町駒ヶ嶺字赤柴前",37.8537294,140.8804453
"相馬市初野字南萱倉",37.811591,140.8803371
"相馬市初野字南払川",37.8202314,140.8771823
"相馬郡新地町杉目字大槻",37.8611871,140.8771276
"相馬郡新地町駒ヶ嶺字赤柴",37.8557296,140.8776292
"相馬郡新地町谷地小屋字北狼沢",37.8771466,140.8817384
"相馬郡新地町谷地小屋字南狼沢",37.8718419,140.8711512
"相馬郡新地町福田字新田",37.8958287,140.8731322
"相馬郡新地町福田字沢入",37.8836239,140.8752001
"相馬郡新地町杉目字鈴山",37.8655346,140.8752426
"相馬郡新地町谷地小屋字大清水",37.8746098,140.9011485
"いわき市平上高久字植田郷",37.0375859,140.9269712
"須賀川市仁井田字舘内",37.3345089,140.3217387
"河沼郡会津坂下町大字宇内字五目",37.5960965,139.8108356
"郡山市大槻町字人形坦東",37.3869186,140.3273815
"須賀川市仁井田字西舘",37.3325002,140.3188369
"いわき市泉町滝尻",36.9518609,140.8638432
"いわき市泉町滝尻字菅俣",36.9539184,140.8596152
"いわき市泉町滝尻字折返",36.9535397,140.8615665
"福島市松川町水原",37.6579792,140.3953335
"伊達郡国見町小坂字川原",37.8822012,140.5332661
"南相馬市原町区字寺家前",37.6499307,141.0129779
"耶麻郡猪苗代町大字三ツ和字村北",37.5453099,140.0780651
"いわき市小名浜相子島字越巻",36.9736101,140.8953993
"相馬市長老内字大森",37.8367278,140.9262633
"相馬市",37.7970426,140.9190868
"相馬郡新地町",37.8760601,140.9195783
"いわき市久之浜町久之浜字大場",37.1452155,140.9872289
"いわき市平赤井",37.0955291,140.8404302
"須賀川市仁井田字沢田",37.3265947,140.3217387
"須賀川市仁井田字鹿島腰",37.330903,140.3162577
"南相馬市原町区北泉字天化沢",37.6565515,141.0038505
"相馬市大字今田字東羽黒平",37.7732444,140.8940977
"田村郡大越町大字栗出字沢目木",37.3565456,140.6074246
"河沼郡会津坂下町大字船杉字盗人沢乙",37.559469,139.79945
"双葉郡広野町大字上北迫字堂の原",37.2346383,140.9908136
"田村郡小野町大字菖蒲谷字堂田",37.2796992,140.5879925
"田村郡小野町大字菖蒲谷字西田",37.2836277,140.5821641
"南会津郡下郷町南倉沢字風ヶ窪",37.203522,139.916014
"二本松市郭内",37.5987638,140.4333999
"相馬郡小高町羽倉字荻原",37.7128762,140.7832348
"いわき市平南白土字舘岸",37.0457187,140.9149265
"いわき市平薄磯字大平",37.0027082,140.9722813
"福島市松川町金沢字麦地石",37.657093,140.4898391
"石川郡玉川村大字川辺字堂平",37.1993154,140.42694
"石川郡玉川村大字吉字宮ノ前",37.2024993,140.4392144
"田村郡小野町大字雁股田字仁井殿",37.2681828,140.5718038
"石川郡平田村大字上蓬田字中根",37.2502047,140.5643583
"石川郡玉川村大字吉字畑中",37.2028057,140.4421219
"石川郡平田村大字下蓬田字蓬莱内",37.2315356,140.5394388
"石川郡玉川村大字南須釜字青井沢",37.2151066,140.4980362
"石川郡平田村大字西山字草場",37.2064153,140.5161464
"石川郡平田村大字下蓬田字空釜",37.2257559,140.5420274
"石川郡平田村大字西山字煙石",37.2119534,140.5329678
"河沼郡会津坂下町大字宇内字北川前",37.6088466,139.8122377
"双葉郡広野町大字下浅見川字本町",37.2112473,141.0038505
"河沼郡会津坂下町大字船杉字南杉乙",37.559469,139.79945
"安達郡安達町字油王田",37.6169169,140.4760523
"大沼郡会津美里町字沼ノ上",37.4685778,139.8289641
"東白川郡棚倉町大字流字東山",37.0243879,140.4036899
"いわき市大久町小久字連郷",37.1441097,140.9895101
"いわき市大久町小久字ダゴ山",37.1383126,140.9885324
"伊達郡川俣町飯坂字北堀坂",37.6803892,140.6469552
"北蒲原郡紫雲寺町大字長島",37.9483728,139.3274172
"佐渡市羽茂本郷",37.8485832,138.3339644
"白根市大字戸頭字浦廻",37.7415444,139.0148377
"長岡市島崎",37.5866568,138.7710406
"北蒲原郡安田町大字六野瀬字円山",37.8344484,139.2259354
"上越市大字下野田字延命寺",37.1297243,138.2941962
"岩船郡朝日村大字三面字下クボ",38.2240045,139.480171
"岩船郡朝日村大字三面字樽口向",38.0597606,139.611396
"村上市三面",38.2829942,139.7945838
"岩船郡朝日村大字三面字アヂヤ平",38.2240045,139.480171
"岩船郡朝日村大字三面字黒淵",38.2240045,139.480171
"糸魚川市大字田伏字横マクリ",37.0532547,137.8998221
"新発田市大伝字横堀浦",37.9217833,139.3147093
"新津市大字古田ノ内大野開字山王浦",37.8155312,139.1266149
"新津市大字七日町字沖ノ羽",37.8186455,139.1367847
"新潟市秋葉区七日町字沖ノ羽",37.8186455,139.1367847
"中魚沼郡津南町沖ノ原",36.9923714,138.6534396
"東蒲原郡阿賀町豊実丙",37.6702426,139.5897802
"柏崎市大字北条字音無瀬",37.34322,138.6377297
"柏崎市横山",37.3463569,138.5622498
"上越市米岡字中割",37.1336649,138.3139476
"上越市米岡字番場",37.1336649,138.3139476
"柏崎市大字劔字下境井",37.389868,138.6034
"上越市大字上中田字下山屋敷",37.0883892,138.2400641
"新潟市西蒲区道上字下新田",37.7383741,138.9566811
"豊栄市大字高森字下前川原",37.9069827,139.1995654
"新発田市東宮内字天王前",37.9601661,139.3780435
"加茂市大字下大谷字中田",37.6211134,139.1132419
"加茂市大字加茂字五反田",37.6702066,139.0341936
"加茂市大字加茂字要害",37.6528092,139.0578644
"新発田市上今泉",37.983752,139.3531432
"十日町市新屋敷丙",37.1093793,138.7519547
"柏崎市劔",37.3871698,138.6047064
"豊栄市葛塚",37.9266402,139.2163008
"上越市大和5丁目",37.0812002,138.2443884
"刈羽郡刈羽村",37.422313,138.6224782
"柏崎市",37.371918,138.5590073
"妙高市関川",36.8934573,138.0780904
"加茂市矢立新田",37.6668668,139.0289643
"新発田市蔵光字丸山",37.9523105,139.4020204
"南魚沼郡湯沢町大字土樽字巾上",36.8938248,138.8598651
"長岡市小国町上岩田字鍛冶田",37.2810639,138.7163335
"見附市指出町字熊ノ森甲",37.5603394,138.9209776
"東蒲原郡阿賀町",37.6850611,139.4146117
"柏崎市吉井",37.3927162,138.6418512
"柏崎市大字吉井",37.3927162,138.6418512
"長岡市両高",37.5806011,138.7459568
"三条市下保内割前",37.6442751,139.0268849
"三条市吉野屋字松原甲",37.5873892,138.9568352
"柏崎市茨目三丁目",37.3643519,138.5844932
"中魚沼郡中里村大字貝野字久保寺戊",36.9833757,138.6466487
"糸魚川市大字青海字黒岩",37.0059134,137.7853231
"東頸城郡浦川原村大字横川字宮平",26.1967495,127.7357275
"中蒲原郡亀田町曙町2丁目",37.8601304,139.123406
"阿賀野市大字百津字境塚",37.8344484,139.2259354
"十日町市松之山橋詰",37.0733695,138.6201833
"中頸城郡中郷村大字市屋",NA,NA
"中頸城郡中郷村大字藤沢",35.3391654,139.49014
"中頸城郡中郷村大字二本木浅上滝ノ沢",NA,NA
"三島郡出雲崎町大字乙茂",37.5599913,138.727007
"新潟市江南区亀田早通字駒首潟",37.8803726,139.0801877
"新発田市飯島字空毛",37.9354754,139.2815135
"柏崎市軽井川字谷地",37.3379843,138.5933241
"柏崎市軽井川字下ヶ久保",37.3376127,138.5889319
"柏崎市軽井川字小田ヶ入",37.3379843,138.5933241
"柏崎市軽井川",37.3379843,138.5933241
"新津市大字田島字江端",37.8277074,139.1104756
"柏崎市大字枇杷島字岩野原",37.3398906,138.5470651
"柏崎市剣野字鎌田",37.351618,138.5492386
"中頸城郡吉川町大字西野鳥字上脇原",35.5465073,136.9210314
"新潟市秋葉区古津字八幡腰",37.7638882,139.1154252
"上越市大字門田新田字江向",37.1291513,138.278348
"長岡市寺泊敦ヶ曽根",37.6163448,138.8276793
"燕市五千石",37.6200683,138.8406676
"南魚沼郡塩沢町大字舞子",36.9797053,138.8401497
"三条市北五百川字駒木野",37.543849,139.1296271
"豊栄市太田字城山甲",37.9314276,139.2415145
"新発田市冨塚町1丁目",37.9469664,139.3049213
"村上市大字大関",38.2112705,139.5227592
"岩船郡荒川町大字名割字高柳",38.1180698,139.423676
"加茂市大字上高柳字要害",37.5817486,139.1881239
"胎内市下館",38.0753059,139.4541248
"北魚沼郡入広瀬村大字大白川新田字サッパタ",37.2297462,138.9602582
"上越市大字今泉字釜フタ",37.0816305,138.2440179
"三島郡三島町大字上岩井",37.4910141,138.7824131
"新津市大字飯柳字細池",36.8560152,138.336425
"新潟市秋葉区大安寺",37.7995431,139.1596596
"新潟市秋葉区東金沢字稲場",37.7950027,139.1542929
"新潟市秋葉区東金沢字家浦",37.7950027,139.1542929
"柏崎市西山町坂田字瀬戸",37.443623,138.6705804
"柏崎市西山町坂田字仲沢",37.443623,138.6705804
"十日町市中条乙",37.1623911,138.7881375
"新潟市江南区城山1丁目",37.8631405,139.1107137
"村上市大字下助淵字山元",38.2041993,139.4702181
"阿賀野市山口字城ヶ窪",37.8461611,139.2135009
"阿賀野市大字月崎",37.8287048,139.2019435
"新潟市西区東山字四十石",37.8282772,138.9043024
"北蒲原郡安田町大字六野瀬字獅子沢",37.8344484,139.2259354
"三島郡出雲崎町大字乙茂字寺前",37.5599913,138.727007
"糸魚川市大字寺地",37.0215318,137.808155
"糸魚川市寺地",37.0215318,137.808155
"上越市吉川区六万部",37.2095144,138.3879139
"見附市名木野町字岩沢",37.51171,138.9294051
"村上市春木山字山田",38.1086642,139.4649714
"新潟市南区小坂字居付",37.7855908,139.0238696
"新発田市中曽根町1丁目",37.9614122,139.317487
"新潟市江南区横越字上郷",37.8544045,139.1329489
"中蒲原郡横越村横越字上郷",37.8612258,139.150695
"柏崎市大字上原字前田",37.3875245,138.5961761
"東蒲原郡上川村大字小出字上小島",37.6850611,139.4146117
"長岡市上条町",37.424455,138.8525273
"中頸城郡中郷村稲荷山新田字篭峰",NA,NA
"上越市大字岩木字裏山",37.1314646,138.216513
"中頸城郡中郷村大字岡沢字汐下",NA,NA
"上越市大字下馬場字浦山",37.0747353,138.2293367
"上越市大字滝寺字下違",37.1195888,138.2205005
"上越市大字大貫字狼谷",37.105874,138.2267801
"新発田市大字板山字車野",37.8873744,139.4040499
"新潟市北区葛塚字上大川",37.9266402,139.2163008
"三条市福島新田丙",37.5955541,138.9192215
"東蒲原郡阿賀町大字西字上野",37.6850611,139.4146117
"東蒲原郡阿賀町大字西字現明嶽",37.6850611,139.4146117
"胎内市大塚",38.0486441,139.3841019
"小千谷市大字山谷字城之腰",37.3257415,138.7815818
"豊栄市大字太田字城山甲",37.9314276,139.2415145
"中頸城郡柿崎町大字上直海字新保",NA,NA
"新発田市万代",37.8945733,139.3047211
"見附市新潟町",37.5324559,138.9140916
"見附市新潟町字埋田",37.5324559,138.9140916
"上越市大字稲荷字吹上",37.0690104,138.2428369
"北魚沼郡堀之内町大字根小屋字清水上",37.2297462,138.9602582
"十日町市小出字宮峯葵",36.9251215,138.6998556
"新潟市江南区茅野山字西郷",37.8540064,139.1005897
"北蒲原郡加治川村大字金塚",38.0194311,139.3641297
"中魚沼郡津南町大字赤沢下城",36.3172695,139.2126706
"柏崎市大字剣野町字千古作",37.371918,138.5590073
"柏崎市大字剣野字香積寺沢",37.371918,138.5590073
"新津市大字川根",37.7963631,139.0754519
"糸魚川市大字大和川字前波",37.0349171,137.8988076
"柏崎市大字善根字大坪",37.302801,138.6441301
"北蒲原郡豊浦町大字竹俣万代字曽根",37.9483728,139.3274172
"新潟県新発田市竹俣万代",37.9038178,139.2883146
"加茂市下条",37.6310175,139.0551682
"加茂市大字下条字太田",37.6310175,139.0551682
"中魚沼郡津南町大字下船渡",37.0204354,138.6545964
"東蒲原郡津川町大字西字大坂上道西",37.6850611,139.4146117
"東蒲原郡阿賀町大字西字大坂上道西",37.6850611,139.4146117
"東蒲原郡阿賀町大字西字猿額中丸",37.6850611,139.4146117
"西蒲原郡巻町稲島字諏訪山",37.6932084,138.8442582
"新潟市秋葉区天ヶ沢字丸山",37.7371997,139.0847351
"新潟市秋葉区横川浜",37.7483943,139.0759192
"阿賀野市寺社字大坪甲",37.783018,139.229048
"長岡市島崎字大武",37.5866568,138.7710406
"中頸城郡妙高高原町大字関川字大堀",36.8934573,138.0780904
"三島郡出雲崎町大寺",37.5593575,138.7416832
"三島郡出雲崎町大字大寺字丸山",37.5593575,138.7416832
"中魚沼郡津南町大字谷内",36.9702222,138.626172
"十日町市樽沢乙",37.1400648,138.7038294
"新発田市飯島字地蔵潟",37.9354754,139.2815135
"新津市大字大蔵字中谷内",NA,NA
"新潟市秋葉区大蔵字無頭",37.8309524,139.1305383
"中頸城郡頸城村大字片津字中之島",34.6917217,135.4910214
"岩船郡神林村大字北新保字正樹院屋敷",38.1673038,139.4336245
"十日町市",37.1282799,138.7553633
"長岡市川口",37.2745196,138.8612847
"南魚沼郡湯沢町",36.867435,138.8397403
"中魚沼郡津南町下船渡卯之木",37.0426986,138.6815896
"柏崎市市野新田",37.2463293,138.5272899
"柏崎市大字市野新田",37.2463293,138.5272899
"十日町市堀之内戊字城山",37.0754764,138.7903167
"新潟市西蒲区巻東町字小寺潟",37.7571616,138.9386528
"佐渡市千種乙",38.0401207,138.3634719
"佐渡市下新穂",38.0219077,138.3968167
"佐渡市目黒町",38.0027531,138.3928514
"三条市井栗字藤ノ木甲",37.6477906,139.0026126
"三条市安代",37.5769785,138.9347479
"三島郡和島村大字島崎字奈良崎",37.4465187,138.8513499
"柏崎市大字南条",37.3243852,138.6361624
"西蒲原郡巻町大字竹野町字南馬坂",37.7688449,138.8657067
"新発田市大字菅谷二タ子沢",37.9832701,139.4100883
"上越市三和区大字岡木字二反割",37.136788,138.324629
"上越市下野田字延命寺",37.1297243,138.2941962
"上越市三和区岡木字二反割",37.1367107,138.3263383
"岩船郡荒川町大字南新保字道端",38.2240045,139.480171
"北蒲原郡中条町大字築地字反貫目",38.0597174,139.4103369
"北蒲原郡加治川村大字金塚字青田",37.9808622,139.2661279
"北蒲原郡中条町大字築地字六斗蒔",37.9808622,139.2661279
"北蒲原郡中条町大字赤吾川字沢田",34.8146986,137.3890161
"北蒲原郡中条町大字赤吾川字一杯田",33.6742133,133.2134484
"北蒲原郡中条町大字西川内字家ノ浦",38.0597174,139.4103369
"北蒲原郡中条町大字西川内字中曽根",38.0597174,139.4103369
"北蒲原郡中条町大字大出字昼塚",37.9808622,139.2661279
"北蒲原郡中条町大字大出字江添",NA,NA
"岩船郡神林村大字牛屋字西部",38.0597606,139.611396
"岩船郡神林村大字牛屋",38.0597606,139.611396
"新発田市佐々木字中ノ割",37.9501357,139.2532315
"胎内市大出字昼塚",38.1049924,139.3950231
"岩船郡荒川町大字金屋字中曽根",38.2240045,139.480171
"胎内市古館字道下",38.0964764,139.4016223
"岩船郡神林村大字南田中字窪田",38.0597606,139.611396
"岩船郡神林村大字牛屋字中部",38.0597606,139.611396
"岩船郡荒川村大字金屋字桜林",38.153122,139.7366676
"岩船郡神林村大字牧目字松蔭",38.1724493,139.4515652
"岩船郡荒川村大字金屋字中曽根",38.153122,139.7366676
"村上市大字天神岡字大館",38.2324399,139.5041555
"岩船郡神林村大字九日市字堂田",38.0597606,139.611396
"岩船郡神林村大字新飯田字宮ノ越",38.2240045,139.480171
"村上市天神岡字谷地",38.2353006,139.5053023
"村上市上助渕字八太郎",38.2039281,139.4771763
"村上市九日市字堂田",38.1794426,139.4572534
"村上市新飯田字宮ノ越",38.1888915,139.4507457
"村上市牛屋字西部",38.1535085,139.4421795
"胎内市大字八幡字野地",38.0597174,139.4103369
"村上市下新保字高田",38.2536314,139.5271312
"村上市古渡路字海老屋敷",38.2426939,139.5035696
"村上市大字下相川字長割",38.2256185,139.5043075
"新発田市竹ヶ花字菱川谷地",37.935078,139.3136546
"加茂市大字下条字馬越甲",37.6310175,139.0551682
"柏崎市大字横山",37.3463569,138.5622498
"柏崎市西山町甲田",37.4895801,138.649928
"新津市大字古津字八幡腰",37.7722832,139.102809
"新発田市飯島字上谷地",37.9354754,139.2815135
"十日町市南鎧坂",37.1323361,138.7191551
"佐渡郡新穂村大字下新穂",38.017163,138.4269366
"阿賀野市大字下ノ橋字柄目木",37.7930869,139.1442409
"柏崎市宝田",37.3789339,138.5893568
"新潟市西蒲区峰岡字上町",37.7646253,138.8546026
"新潟市西蒲区峰岡",37.7578439,138.8437741
"東蒲原郡上川村大字九島字長木",35.7484949,136.9643157
"西頸城郡青海町大字寺地字大門",37.0215318,137.808155
"上越市板倉区米増",37.0360622,138.2932026
"上越市板倉区米増字横田",37.0360622,138.2932026
"上越市大字今泉字用言寺",37.0770224,138.2465067
"糸魚川市東寺町",37.0450945,137.8739967
"上越市大字荒町字北新田",37.0780769,138.2496211
"上越市大字荒町字南新田",37.0780769,138.2496211
"糸魚川市大字大和川字六反田",37.0349171,137.8988076
"糸魚川市大字南押上",37.0460608,137.8801288
"糸魚川市南寺町",37.042961,137.8677882
"中魚沼郡津南町大字上郷宮野原",36.9551442,138.5958622
"南魚沼郡六日町大字余川字中道",37.0810597,138.878597
"南魚沼市余川字江端",37.074395,138.8679106
"南魚沼市余川字金屋道上",37.074395,138.8679106
"長岡市大字島崎字立野",37.5866568,138.7710406
"長岡市大字島崎字姥ヶ入",37.5866568,138.7710406
"新潟市西蒲区今井",37.7590989,138.948691
"新潟市内野字戸中才",37.8590673,138.940416
"射水市戸破",36.7228481,137.1069951
"砺波市安川字天皇",36.614562,137.016999
"砺波市安川天皇",36.614562,137.016999
"氷見市鞍川",36.853665,136.9634426
"高岡市井口本江",36.7339739,137.0279756
"氷見市稲積",36.8790879,136.9694254
"氷見市宇波",36.9131659,137.0048562
"富山市婦中町鵜坂",36.6723079,137.1888104
"高岡市佐野",36.7222091,136.9864544
"射水市加茂中部",36.7450154,137.1466492
"高岡市福岡町下老子",36.7116374,136.9425985
"高岡市手洗野",36.7621593,136.9593263
"高岡市二上大字下八ヶ字千畳敷",36.7806735,137.0108417
"富山市八尾町高善寺",36.6113026,137.1376682
"高岡市国吉",36.757425,136.963938
"砺波市祖泉",36.635655,136.9849179
"砺波市久泉",36.6366424,136.9921795
"朝日町境",36.9728646,137.6427793
"富山市境野新",36.6760139,137.1324191
"富山市池多",36.6797959,137.1193614
"富山市金屋",36.6890543,137.1655692
"射水市黒河",36.7020081,137.1083968
"射水市",36.7306389,137.0755452
"高岡市戸出町",36.6810668,136.9665201
"高岡市戸出五丁目",36.6832923,136.9702327
"高岡市五十里",36.7790765,136.979394
"砺波市高波",36.6758659,136.9410045
"富山市平岡",36.6732193,137.1286713
"射水市鏡宮",36.7523439,137.0830972
"富山市黒崎",36.6533819,137.20711
"富山市八幡",36.7414439,137.1971078
"富山市婦中町砂子田",36.6539493,137.1614188
"射水市作道",36.7568245,137.0893415
"小矢部市桜町字深沢",36.6887901,136.8716428
"富山市三熊字向山",36.6582406,137.1038737
"砺波市三合新",36.631893,137.0232304
"富山市四方荒屋",36.7517854,137.2000407
"富山市若竹町",36.634617,137.2193883
"高岡市出来田",36.7303395,137.0350385
"富山市小糸",36.4799525,137.2414785
"富山市水橋小出",36.7347959,137.3197192
"射水市青井谷",36.690294,137.0668874
"富山市呉羽町北",36.7224379,137.1708438
"砺波市庄川町示野",36.5759375,136.9773943
"富山市本郷町万年割",36.6595613,137.2363021
"富山市上新保",36.6526166,137.2371488
"富山市水橋金広",36.7154499,137.3078466
"富山市水橋辻ヶ堂",36.7458964,137.2937859
"砺波市増山字高津保理山",36.6552282,137.036347
"砺波市増山字一の丸",36.6552282,137.036347
"砺波市増山字裏亀山",36.655344,137.0449893
"富山市打出",36.7533655,137.1832378
"氷見市大境",36.9242872,137.0271601
"砺波市庄川町金屋字大丹保",36.5664715,136.9889728
"富山市中老田",36.7060986,137.130278
"富山市堀川町",36.6634486,137.219654
"黒部市",36.8715431,137.4479886
"富山市北代新",36.7197674,137.1851705
"魚津市小川寺天神山",36.8279666,137.4477097
"富山市東老田",36.7058038,137.1423096
"砺波市頼成",36.6396565,137.0115627
"黒部市栃沢",36.8906464,137.432053
"富山市栃谷",36.6921915,137.1320067
"中新川郡立山町二ツ塚",36.6875305,137.3147968
"富山市婦中町小長沢",36.6667609,137.1331699
"氷見市中尾鞍川",36.853665,136.9634426
"氷見市中尾",36.8470308,136.9486409
"氷見市惣領",36.8053064,136.9467771
"高岡市岩坪",36.7699844,136.9717426
"氷見市大野",36.8607892,136.9565096
"氷見市上久津呂",36.8203669,136.9474497
"氷見市中谷内",36.8379691,136.9385693
"氷見市加納",36.8675889,136.9640696
"氷見市中波",36.9522621,137.0260374
"富山市八町南",36.7278218,137.1867796
"富山市百塚",36.7199513,137.2008444
"富山市八ヶ山寺島",36.7253303,137.1938853
"富山市寺島",36.7339334,137.1967291
"富山市宮尾",36.7285526,137.2036892
"富山市松木",36.7249961,137.2071248
"富山市婦中町富崎",36.6380727,137.1269548
"富山市西二俣",36.7198944,137.1333625
"富山市水橋下砂子坂",36.7299184,137.3291012
"富山市古沢",36.6895892,137.143921
"富山市住吉",36.7020448,137.1541698
"富山市町袋",36.7324097,137.2786129
"富山市願海寺",36.7173487,137.1428772
"富山市千石町",36.6856309,137.209948
"富山市",36.6958223,137.2137211
"富山市西押川",36.6823325,137.1218927
"富山市開ヶ丘紙袋田",36.6740885,137.1166764
"富山市北押川",36.6818389,137.1302963
"富山市西押川字茨山",36.6823325,137.1218927
"富山市開ヶ丘字狐谷",36.6740885,137.1166764
"富山市開ヶ丘字紙袋田",36.6740885,137.1166764
"富山市開ヶ丘",36.6740885,137.1166764
"富山市西町",36.6887116,137.2137167
"富山市本丸",36.6930988,137.2115311
"富山市総曲輪",36.6907304,137.2138192
"富山市丸の内",36.6925982,137.2084952
"富山市総曲輪四丁目",36.6902603,137.2095808
"富山市総曲輪二丁目",36.6907304,137.2138192
"中新川郡舟橋村仏生寺",36.7015348,137.3095187
"魚津市仏田",36.840133,137.4099066
"富山市米田町1丁目",36.7379986,137.2415361
"富山市豊田本町3丁目",36.7258997,137.239709
"黒部市堀切",36.875622,137.428797
"黒部市若栗",36.8795126,137.4967332
"黒部市若栗字舌山",36.8723393,137.4855126
"小矢部市野端",36.671356,136.8565413
"小矢部市五社",36.6832653,136.919661
"射水市赤井",36.7295461,137.0687498
"高岡市福岡町江尻",36.698993,136.9396259
"魚津市上野",36.7808679,137.4138727
"富山市新堀",36.7547945,137.1254235
"射水市大江",36.7319142,137.1146654
"射水市三ケ",36.7233114,137.0877357
"射水市今開発",36.7301844,137.0904757
"高岡市蔵野町",36.7190177,136.9742587
"下新川郡朝日町長野",36.9287284,137.5649247
"富山市友杉",36.642044,137.1993188
"小松市中海町",36.3856174,136.5167092
"七尾市栄町",37.0337006,136.9594239
"金沢市乙丸町",36.5888178,136.6631875
"金沢市下安原町",36.5748995,136.5761712
"金沢市梅田町",36.6242295,136.7078308
"河北郡宇ノ気町気屋",36.720384,136.7350668
"金沢市丸の内",36.5664467,136.6599315
"金沢市小立野",36.5488015,136.680867
"白山市五歩市町",36.5312067,136.5769906
"野々市市御経塚２丁目",36.5486545,136.59683
"野々市市御経塚",36.5480363,136.5992082
"鳳至郡穴水町",37.2310256,136.9124314
"鳳珠郡穴水町",37.2310256,136.9124314
"七尾市国分町",37.0382743,136.9377789
"羽咋郡押水町大字紺屋町",36.7757024,136.8151385
"鹿島郡田鶴浜町三引",36.9830497,136.9013818
