"MaterialTypeUniqueID","Material_Classification","Material_Details_JPN","inconsistent","Materials_Details_EN","Materials_Detail_Identification_EN","Materials_Detail_Other_EN","Materials_Detail_Notes_EN"
632,"Organic Residue from Pottery","土器付着物,煤,胴部最大径・外面",0,"from pottery soot exterior residue body","","from pottery soot exterior residue body",""
517,"Organic Residue from Pottery","土器付着物,吹?,口縁部外面",0,"from pottery rim exterior residue outer neck","","from pottery rim exterior residue outer neck",""
625,"Organic Residue from Pottery","土器付着物,煤,胴部上位外面",0,"from pottery soot exterior residue body upper","","from pottery soot exterior residue body upper",""
630,"Organic Residue from Pottery","土器付着物,煤,胴部中位外面",0,"from pottery soot exterior residue body","","from pottery soot exterior residue body",""
507,"Organic Residue from Pottery","土器付着物,吹，煤,胴部中位外面",0,"from pottery soot exterior residue body","","from pottery soot exterior residue body",""
512,"Organic Residue from Pottery","土器付着物,吹,胴部中位外面",0,"from pottery exterior residue body","","from pottery exterior residue body",""
673,"Organic Residue from Pottery","土器付着物,胴部下位外面",0,"from pottery exterior residue body lower","","from pottery exterior residue body lower",""
654,"Organic Residue from Pottery","土器付着物,煤状,胴部中位外面",0,"from pottery soot exterior residue body","","from pottery soot exterior residue body",""
628,"Organic Residue from Pottery","土器付着物,煤,胴部下位外面",0,"from pottery soot exterior residue body lower","","from pottery soot exterior residue body lower",""
906,"Wood","木材，ウイグルマッチング，クスノキ,内から5層",0,"material wood C14 wiggle matching sample camphor tree (Cinnamomum camphora)","camphor tree (Cinnamomum camphora)","material wood C14 wiggle matching sample",""
904,"Wood","木材，ウイグルマッチング，クスノキ,内から25層",0,"material wood C14 wiggle matching sample camphor tree (Cinnamomum camphora)","camphor tree (Cinnamomum camphora)","material wood C14 wiggle matching sample",""
905,"Wood","木材，ウイグルマッチング，クスノキ,内から45層",0,"material wood C14 wiggle matching sample camphor tree (Cinnamomum camphora)","camphor tree (Cinnamomum camphora)","material wood C14 wiggle matching sample",""
907,"Wood","木材，ウイグルマッチング，クスノキ,内から65層",0,"material wood C14 wiggle matching sample camphor tree (Cinnamomum camphora)","camphor tree (Cinnamomum camphora)","material wood C14 wiggle matching sample",""
908,"Wood","木材，ウイグルマッチング，クスノキ,内から85層",0,"material wood C14 wiggle matching sample camphor tree (Cinnamomum camphora)","camphor tree (Cinnamomum camphora)","material wood C14 wiggle matching sample",""
903,"Wood","木材，ウイグルマッチング，クスノキ,内から105層",0,"material wood C14 wiggle matching sample camphor tree (Cinnamomum camphora)","camphor tree (Cinnamomum camphora)","material wood C14 wiggle matching sample",""
2942,"Seed","種実,トチ,皮殻",0,"seed/nuts shell Aesculus??","Aesculus??","seed/nuts shell",""
564,"Organic Residue from Pottery","土器付着物,焦,胴内下中",0,"from pottery residue inside fabric?","","from pottery residue inside fabric?",""
2940,"Charred Seed","種実,ダイズ,",0,"seed/nuts soya bean (Glycine max)","soya bean (Glycine max)","seed/nuts",""
3340,"Fish bone","骨,ブダイ,",0,"Japanese parrotfish (Calotomus japonicus)​","Japanese parrotfish (Calotomus japonicus)​","",""
3310,"Animal Bone","骨,イノシシ,",0,"wild boar (Sus scrofa)","wild boar (Sus scrofa)","",""
3326,"Fish bone","骨,ジュゴン,",0,"seacows, dugong (Sirenia​ - Dugong dugon)","seacows, dugong (Sirenia​ - Dugong dugon)","",""
3158,"Shell","貝,アラスジケマンガイ,",0,"tumid venus (Gafrarium tumidum)","","",""
3173,"Shell","貝,チョウセンサザエ,",0,"silver-mouth turban shell (Turbo (syn. Marmarostoma) argyrostomus)","","",""
3179,"Shell","貝,マガキガイ,",0,"Pacific oyster (Crassostrea gigas)​","","",""
3169,"Shell","貝,シャコガイ,",0,"giant clam (Tridacninae)","","",""
578,"Organic Residue from Pottery","土器付着物,焦,蓋内",0,"from pottery residue","","from pottery residue",""
1521,"Lacquer","漆,塗膜,胴外",0,"Lacquer, paint film, outside the body","","outside",""
916,"Wood","木材，ウイグルマッチング，モミ属,最外1年目",0,"material wood outermost C14 wiggle matching sample fir (Abies sp.)","fir (Abies sp.)","material wood outermost C14 wiggle matching sample",""
915,"Wood","木材，ウイグルマッチング，モミ属,最外11年目",0,"material wood outermost C14 wiggle matching sample fir (Abies sp.)","fir (Abies sp.)","material wood outermost C14 wiggle matching sample",""
917,"Wood","木材，ウイグルマッチング，モミ属,最外21年目",0,"material wood outermost C14 wiggle matching sample fir (Abies sp.)","fir (Abies sp.)","material wood outermost C14 wiggle matching sample",""
1005,"Wood","木材,コナラ属コナラ亜属コナラ節,",0,"material wood oak (Quercus sp.) Jolcham oak (Quercus serrata)","oak (Quercus sp.) Jolcham oak (Quercus serrata)","material wood",""
1034,"Wood","木材,板材最外縁",0,"material wood outermost plank","","material wood outermost plank",""
2949,"Seed","種実,ヒョウタン,",0,"seed/nuts bottle gourd (Lagenaria siceraria)","bottle gourd (Lagenaria siceraria)","seed/nuts",""
924,"Wood","木材，ウイグルマッチング，最も内側",0,"material wood C14 wiggle matching sample inside","","material wood C14 wiggle matching sample inside",""
927,"Wood","木材，ウイグルマッチング，最内から10層目",0,"material wood C14 wiggle matching sample from center","","material wood C14 wiggle matching sample from center",""
929,"Wood","木材，ウイグルマッチング，最内から20層目",0,"material wood C14 wiggle matching sample from center","","material wood C14 wiggle matching sample from center",""
930,"Wood","木材，ウイグルマッチング，最内から30層目",0,"material wood C14 wiggle matching sample from center","","material wood C14 wiggle matching sample from center",""
931,"Wood","木材，ウイグルマッチング，最内から40層目",0,"material wood C14 wiggle matching sample from center","","material wood C14 wiggle matching sample from center",""
932,"Wood","木材，ウイグルマッチング，最内から50層目",0,"material wood C14 wiggle matching sample from center","","material wood C14 wiggle matching sample from center",""
933,"Wood","木材，ウイグルマッチング，最内から60層目",0,"material wood C14 wiggle matching sample from center","","material wood C14 wiggle matching sample from center",""
934,"Wood","木材，ウイグルマッチング，最内から70層目",0,"material wood C14 wiggle matching sample from center","","material wood C14 wiggle matching sample from center",""
935,"Wood","木材，ウイグルマッチング，最内から80層目",0,"material wood C14 wiggle matching sample from center","","material wood C14 wiggle matching sample from center",""
936,"Wood","木材，ウイグルマッチング，最内から90層目",0,"material wood C14 wiggle matching sample from center","","material wood C14 wiggle matching sample from center",""
926,"Wood","木材，ウイグルマッチング，最内から100層目",0,"material wood C14 wiggle matching sample from center","","material wood C14 wiggle matching sample from center",""
928,"Wood","木材，ウイグルマッチング，最内から110層目",0,"material wood C14 wiggle matching sample from center","","material wood C14 wiggle matching sample from center",""
953,"Wood","木材，ウイグルマッチング，外から11-20年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
978,"Wood","木材，ウイグルマッチング，外から51-60年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
987,"Wood","木材，ウイグルマッチング，外から91-100年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
957,"Wood","木材，ウイグルマッチング，外から121-130年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
960,"Wood","木材，ウイグルマッチング，外から151-160年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
962,"Wood","木材，ウイグルマッチング，外から191-200年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
968,"Wood","木材，ウイグルマッチング，外から231-240年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
1533,"Lacquer","漆,漆膜,胴内",0,"inside fabric?","","inside fabric?",""
2950,"Seed","種実,ヒョウタン,片",0,"seed/nuts bottle gourd (Lagenaria siceraria)","bottle gourd (Lagenaria siceraria)","seed/nuts",""
631,"Organic Residue from Pottery","土器付着物,煤,胴部内面",0,"from pottery soot interior residue body","","from pottery soot interior residue body",""
1024,"Wood","木材,最外",0,"material wood outermost","","material wood outermost",""
1029,"Wood","木材,外皮付き最外",0,"material wood outermost","","material wood outermost",""
2961,"Charred Seed","種実,堅果類,",0,"nut seed/nuts","","nut seed/nuts",""
3318,"Fish bone","骨,コイ類,第一椎骨",0,"carp (Cyprinidae) vertebra","carp (Cyprinidae)","vertebra",""
3170,"Terrestrial mollusc","貝,セタシジミ,",0,"basket clam (Corbiculidae spp.)","","",""
179,"Wood","その他,松葉,",0,"Pine needles","Pine needles","",""
175,"Wood","その他,アシ,",0,"common reed (Phragmites communis)","common reed (Phragmites communis)","",""
3163,"Terrestrial mollusc","貝,カラスガイ,",0,"turban-shell (Lunella correensis)","","",""
3181,"Terrestrial mollusc","貝,ヤマトカワニナ,",0,"kawanina (Semisulcospira libertina)","","",""
3174,"Terrestrial mollusc","貝,ナガタニシ,",0,"mud snail (Heterogen longispira)","","","freshwater snail"
3172,"Terrestrial mollusc","貝,セタシジミ,貝殻",0,"basket clam (Corbiculidae spp.)","","shell",""
3171,"Terrestrial mollusc","貝,セタシジミ,中身",0,"basket clam (Corbiculidae spp.)","","",""
617,"Organic Residue from Pottery","土器付着物,煤,胴外（頸）",0,"from pottery soot residue outside","","from pottery soot residue outside",""
1520,"Lacquer","漆,塗膜,胴内",0,"inside fabric?","","inside fabric?",""
598,"Organic Residue from Pottery","土器付着物,煤,口縁外・胴外下",0,"from pottery soot rim outside edge residue outside","","from pottery soot rim outside edge residue outside",""
502,"Organic Residue from Pottery","土器付着物,吹,口縁外・胴外上",0,"from pottery rim outside edge residue outside","","from pottery rim outside edge residue outside",""
964,"Wood","木材，ウイグルマッチング，外から1年輪目",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
980,"Wood","木材，ウイグルマッチング，外から51年輪目",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
983,"Wood","木材，ウイグルマッチング，外から61年輪目",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
990,"Wood","木材，ウイグルマッチング，外から91年輪目",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
959,"Wood","木材，ウイグルマッチング，外から131年輪目",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
969,"Wood","木材，ウイグルマッチング，外から26-30年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
973,"Wood","木材，ウイグルマッチング，外から36-40年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
974,"Wood","木材，ウイグルマッチング，外から41-45年輪",0,"material wood year ring C14 wiggle matching sample from outermost","","material wood year ring C14 wiggle matching sample from outermost",""
186,"Metal","その他,鉄,袋部",0,"iron bag - could this be mineralized preserved organics on an object?","","",""
187,"Metal","その他,鉄,袋部刃先近く",0,"iron near blade edge - again mineralized wood or organics maybe?","","",""
639,"Organic Residue from Pottery","土器付着物,煤,頚部外面",0,"from pottery soot exterior residue outer neck","","from pottery soot exterior residue outer neck",""
565,"Organic Residue from Pottery","土器付着物,焦,胴内下部",0,"from pottery residue inside fabric? lower","","from pottery residue inside fabric? lower",""
1671,"Charred Remain","炭化材,炭化物,樹幹",0,"carbonized material trunk material","","carbonized material trunk material",""
604,"Organic Residue from Pottery","土器付着物,煤，吹,口縁外・胴外",0,"from pottery soot rim outside edge residue outside","","from pottery soot rim outside edge residue outside",""
1026,"Wood","木材,外から2年輪",0,"material wood year ring from outermost","","material wood year ring from outermost",""
2937,"Seed","種実,サンショウ,",0,"seed/nuts prickly ash (Zanthoxylum piperitum)","prickly ash (Zanthoxylum piperitum)","seed/nuts",""
2920,"Seed","種実,カラスサンショウ,",0,"seed/nuts prickly ash (Zanthoxylum ailanthoides syn. Fagara ailanthoides) prickly ash (Zanthoxylum piperitum)","prickly ash (Zanthoxylum ailanthoides syn. Fagara ailanthoides) prickly ash (Zanthoxylum piperitum)","seed/nuts",""
1654,"Charred Remain","炭化材,最外縁",0,"charcoal outermost ring","","carbonized material outermost",""
659,"Organic Residue from Pottery","土器付着物,胴内上",0,"from pottery residue inside fabric?","","from pottery residue inside fabric?",""
683,"Organic Residue from Pottery","土器付着物,頚外",0,"from pottery residue","","from pottery residue",""
638,"Organic Residue from Pottery","土器付着物,煤,頚外",0,"from pottery soot residue","","from pottery soot residue",""
181,"Wood","その他,植物遺体,",0,"plant plant remains","","plant plant remains",""
176,"Wood","その他,ウツギ,",0,"bridal wreath (Deutzia crenata)","bridal wreath (Deutzia crenata)","",""
1036,"Wood","木材,裏面",0,"material wood","","material wood",""
1023,"Wood","木材,内周",0,"material wood","","material wood",""
1028,"Wood","木材,外周",0,"material wood","","material wood",""
3336,"Human Bone","骨,ヒト,左脛骨中間部",0,"human left tibia","human","left tibia",""
3339,"Human Bone","骨,ヒト,肋骨左7",0,"human left rib","human","left rib",""
3332,"Human Bone","骨,ヒト,右中足骨2",0,"human right metatarsal","human","right metatarsal",""
3335,"Human Bone","骨,ヒト,右中足骨5",0,"human right metatarsal","human","right metatarsal",""
3333,"Human Bone","骨,ヒト,右中足骨3",0,"human right metatarsal","human","right metatarsal",""
3334,"Human Bone","骨,ヒト,右中足骨4",0,"human right metatarsal","human","right metatarsal",""
3319,"Animal Bone","骨,シカ,右下上腕骨",0,"deer (Cervidae) right humerus","deer (Cervidae)","right humerus",""
3322,"Animal Bone","骨,シカ,右踵骨",0,"deer (Cervidae) right calcaneus​","deer (Cervidae)","right calcaneus​",""
3312,"Animal Bone","骨,イノシシ,右踵骨",0,"wild boar (Sus scrofa) right calcaneus​","wild boar (Sus scrofa)","right calcaneus​",""
1670,"Charred Remain","炭化材,炭化物,土壌中",0,"In soil","","carbonized material soil material",""
514,"Organic Residue from Pottery","土器付着物,吹,身内面",0,"from pottery interior residue","","from pottery interior residue",""
3180,"Terrestrial mollusc","貝,マシジミ,",0,"basket clam (Corbiculidae spp.)","","",""
2930,"Seed","種実,クルミ,殻",0,"seed/nuts shell walnut (Juglans)","walnut (Juglans)","seed/nuts shell",""
609,"Organic Residue from Pottery","土器付着物,煤,底部内面",0,"from pottery soot interior residue bottom","","from pottery soot interior residue bottom",""
614,"Organic Residue from Pottery","土器付着物,煤,胴内上",0,"from pottery soot residue inside fabric?","","from pottery soot residue inside fabric?",""
2917,"Seed","種実,オニグルミ,内果皮",0,"seed/nuts endocarp pericarp walnut (Juglans ailanthifolia)","walnut (Juglans ailanthifolia)","seed/nuts endocarp pericarp",""
2943,"Seed","種実,トチノキ,種皮",0,"seed/nuts seed coat horse chestnut (Aesculus turbinata) Aesculus??","horse chestnut (Aesculus turbinata) Aesculus??","seed/nuts seed coat",""
2946,"Charred Seed","種実,ナラガシワ,果皮",0,"seed/nuts pericarp Asian white oak (Quercus aliena​)","Asian white oak (Quercus aliena​)","seed/nuts pericarp",""
2936,"Charred Seed","種実,ササゲ属,",0,"seed/nuts Vigna bean (Vigna sp.) Vigna bean (Vigna sp.)","Vigna bean (Vigna sp.)","seed/nuts",""
1016,"Wood","木材,ニレ属,",0,"material wood Elm (Ulmus sp.)","Elm (Ulmus sp.)","material wood",""
1019,"Wood","木材,ヤマグワ,",0,"material wood Chinese mulberry (Morus australis syn bombycis)","Chinese mulberry (Morus australis syn bombycis)","material wood",""
1006,"Wood","木材,コナラ節,",0,"material wood Jolcham oak (Quercus serrata)","Jolcham oak (Quercus serrata)","material wood",""
1000,"Wood","木材,ウルシ,",0,"material wood poison oak/ivy (Toxicodendron sp.)","poison oak/ivy (Toxicodendron sp.)","material wood",""
185,"Wood","その他,繊維,",0,"textile fiber / fiborous","","textile fiber / fiborous",""
2908,"Seed","種実,アカガシ亜属,果皮",0,"seed/nuts pericarp Japanese evergreen oak (Quercus acuta)","Japanese evergreen oak (Quercus acuta)","seed/nuts pericarp",""
2914,"Charred Seed","種実,オオムギ・コムギ,",0,"seed/nuts wheat (Triticum) barley (Hordeum sp.)","wheat (Triticum) barley (Hordeum sp.)","seed/nuts",""
527,"Organic Residue from Pottery","土器付着物,屈曲部上位外",0,"from pottery residue upper","","from pottery residue upper",""
616,"Organic Residue from Pottery","土器付着物,煤,胴外，底部外面",0,"from pottery soot exterior residue outside bottom outer neck","","from pottery soot exterior residue outside bottom outer neck",""
1541,"Lacquer","漆,胴内，底部内面",0,"interior inside fabric? bottom","","interior inside fabric? bottom",""
991,"Wood","木材，ウイグルマッチング，柱材,外から1-5層",0,"material wood C14 wiggle matching sample from outermost post/pillar","","material wood C14 wiggle matching sample from outermost post/pillar",""
994,"Wood","木材，ウイグルマッチング，柱材,外から16-20層",0,"material wood C14 wiggle matching sample from outermost post/pillar","","material wood C14 wiggle matching sample from outermost post/pillar",""
995,"Wood","木材，ウイグルマッチング，柱材,外から31-35層",0,"material wood C14 wiggle matching sample from outermost post/pillar","","material wood C14 wiggle matching sample from outermost post/pillar",""
996,"Wood","木材，ウイグルマッチング，柱材,外から46-50層",0,"material wood C14 wiggle matching sample from outermost post/pillar","","material wood C14 wiggle matching sample from outermost post/pillar",""
997,"Wood","木材，ウイグルマッチング，柱材,外から61-65層",0,"material wood C14 wiggle matching sample from outermost post/pillar","","material wood C14 wiggle matching sample from outermost post/pillar",""
998,"Wood","木材，ウイグルマッチング，柱材,外から76-80層",0,"material wood C14 wiggle matching sample from outermost post/pillar","","material wood C14 wiggle matching sample from outermost post/pillar",""
999,"Wood","木材，ウイグルマッチング，柱材,外から91-95層",0,"material wood C14 wiggle matching sample from outermost post/pillar","","material wood C14 wiggle matching sample from outermost post/pillar",""
992,"Wood","木材，ウイグルマッチング，柱材,外から106-110層",0,"material wood C14 wiggle matching sample from outermost post/pillar","","material wood C14 wiggle matching sample from outermost post/pillar",""
993,"Wood","木材，ウイグルマッチング，柱材,外から121-125層",0,"material wood C14 wiggle matching sample from outermost post/pillar","","material wood C14 wiggle matching sample from outermost post/pillar",""
1540,"Lacquer","漆,胴内・胴外",0,"Lacquer coating on outside, inside fabric","","inside fabric? outside",""
1657,"Charred Remain","炭化材,外から1年目",0,"charcoal outermost ring","","carbonized material from outermost",""
1656,"Charred Remain","炭化材,外から11年目",0,"charcoal 11 year from outside","","carbonized material from outermost",""
1659,"Charred Remain","炭化材,外から21年目",0,"charcoal 21 year from outside","","carbonized material from outermost",""
1660,"Charred Remain","炭化材,外から21年輪",0,"charcoal 21 year from outside","","carbonized material year ring from outermost",""
1661,"Charred Remain","炭化材,外から31年目",0,"charcoal 31 year from outside","","carbonized material from outermost",""
1662,"Charred Remain","炭化材,外から31年輪",0,"charcoal 31 year from outside","","carbonized material year ring from outermost",""
1663,"Charred Remain","炭化材,外から35年目",0,"charcoal 35 year from outside","","carbonized material from outermost",""
540,"Organic Residue from Pottery","土器付着物,焦,口内外",0,"from pottery residue inside and outside inside rim","","from pottery residue inside and outside inside rim",""
2938,"Charred Seed","種実,シイ,",0,"seed/nuts chinquapin (Castanopsis)","chinquapin (Castanopsis)","seed/nuts",""
546,"Organic Residue from Pottery","土器付着物,焦,口縁内、胴内",0,"from pottery rim residue inside of inside fabric?","","from pottery rim residue inside of inside fabric?",""
554,"Organic Residue from Pottery","土器付着物,焦，吹,胴内外",0,"from pottery residue inside fabric? inside and outside","","from pottery residue inside fabric? inside and outside",""
1531,"Lacquer","漆,漆膜,口縁外・口縁内",0,"rim outside edge inside of","","rim outside edge inside of",""
1031,"Wood","木材,木胎",0,"material wood","","material wood",""
1673,"Charred Remain","炭化材,針葉樹,",0,"carbonized material Coniferae","Coniferae","carbonized material",""
1667,"Charred Remain","炭化材,樹幹材,",0,"carbonized material trunk","","carbonized material trunk",""
491,"Organic Residue from Pottery","土器付着物,口縁突帯下部",0,"from pottery rim residue lower","","from pottery rim residue lower",""
655,"Organic Residue from Pottery","土器付着物,胎土食込炭化物,内面",0,"carbonized from pottery material interior residue","","carbonized from pottery material interior residue",""
1004,"Wood","木材,クリ？,",0,"material wood chestnut (Castanea crenata)","chestnut (Castanea crenata)","material wood",""
522,"Organic Residue from Pottery","土器付着物,埋甕",0,"from pottery residue","","from pottery residue",""
2941,"Charred Seed","種実,トチ,",0,"seed/nuts Aesculus??","Aesculus??","seed/nuts",""
662,"Organic Residue from Pottery","土器付着物,胴外，胴内",0,"from pottery residue inside fabric? outside","","from pottery residue inside fabric? outside",""
2918,"Seed","種実,オニグルミ,核",1,"seed/nuts walnut (Juglans ailanthifolia)","walnut (Juglans ailanthifolia)","seed/nuts",""
2918,"Seed","種実,オニグルミ,核",1,"seed/nuts walnut (Juglans ailanthifolia)","walnut (Juglans ailanthifolia)","seed/nuts",""
2918,"Seed","種実,オニグルミ,核",1,"seed/nuts walnut (Juglans ailanthifolia)","walnut (Juglans ailanthifolia)","seed/nuts",""
1538,"Lacquer","漆,胴下部",0,"lower","","lower",""
1544,"Lacquer","漆,黒漆？,口縁外",0,"rim outside edge","","rim outside edge",""
1647,"Charred Remain","炭化材,コナラ属コナラ亜属コナラ節,",0,"carbonized material oak (Quercus sp.) Jolcham oak (Quercus serrata)","oak (Quercus sp.) Jolcham oak (Quercus serrata)","carbonized material",""
1537,"Lacquer","漆,生漆,胴内",0,"inside fabric?","","inside fabric?",""
1643,"Charred Remain","炭化材,クリ,最外",0,"carbonized material outermost chestnut (Castanea crenata)","chestnut (Castanea crenata)","carbonized material outermost",""
1640,"Charred Remain","炭化材,クリ,11年目",0,"carbonized material chestnut (Castanea crenata)","chestnut (Castanea crenata)","carbonized material",""
1641,"Charred Remain","炭化材,クリ,21年目",0,"carbonized material chestnut (Castanea crenata)","chestnut (Castanea crenata)","carbonized material",""
1642,"Charred Remain","炭化材,クリ,31年目",0,"carbonized material chestnut (Castanea crenata)","chestnut (Castanea crenata)","carbonized material",""
1650,"Charred Remain","炭化材,ブナ科コナラ属,",0,"carbonized material oak (Quercus sp.) Fagaceae","oak (Quercus sp.) Fagaceae","carbonized material",""
1528,"Lacquer","漆,漆片,胴外・胴内",0,"Lacquer coating on outside, inside fabric","","inside fabric? outside",""
582,"Organic Residue from Pottery","土器付着物,焦（アスファルト？）,胴内",0,"from pottery residue inside fabric? bitumen?","","from pottery residue inside fabric? bitumen?",""
1646,"Charred Remain","炭化材,コナラ属,",0,"carbonized material oak (Quercus sp.)","oak (Quercus sp.)","carbonized material",""
1637,"Charred Remain","炭化材,クヌギ属?,",0,"carbonized material saw-tooth oak (Quercus acutissima)","saw-tooth oak (Quercus acutissima)","carbonized material",""
498,"Organic Residue from Pottery","土器付着物,口胴外",0,"from pottery residue outside","","from pottery residue outside",""
1526,"Lacquer","漆,漆片,",0,"Lacquer coating","","",""
174,"Other unknown samples","その他,",0,"other","","",""
2939,"Charred Seed","種実,ソバ,",0,"seed/nuts buckwheat (Fagopyrum esculentum)","buckwheat (Fagopyrum esculentum)","seed/nuts",""
2915,"Charred Seed","種実,オオムギ,",1,"seed/nuts barley (Hordeum sp.)","barley (Hordeum sp.)","seed/nuts",""
2915,"Charred Seed","種実,オオムギ,",1,"seed/nuts barley (Hordeum sp.)","barley (Hordeum sp.)","seed/nuts",""
558,"Organic Residue from Pottery","土器付着物,焦,胴下内面",0,"from pottery interior residue","","from pottery interior residue",""
2960,"Charred Seed","種実,堅果？,子実",0,"nut seed/nuts grain","","nut seed/nuts grain",""
178,"Soil","その他,土壌,",0,"soil","","soil",""
2929,"Charred Seed","種実,クルミ,核",0,"seed/nuts walnut (Juglans)","walnut (Juglans)","seed/nuts",""
1525,"Lacquer","漆,漆？,胴外",0,"Lacquer coating on outside","","outside",""
1523,"Lacquer","漆,漆？,胴内",0,"inside fabric?","","inside fabric?",""
1564,"Lacquer","漆漆？胴外",0,"Lacquer coating","","outside",""
710,"Organic Residue from Pottery","土器付着物煤口縁外",0,"from pottery soot rim outside edge residue","","from pottery soot rim outside edge residue",""
707,"Organic Residue from Pottery","土器付着物焦胴内",0,"from pottery residue inside fabric?","","from pottery residue inside fabric?",""
706,"Organic Residue from Pottery","土器付着物焦底部内面",0,"from pottery interior residue bottom","","from pottery interior residue bottom",""
709,"Organic Residue from Pottery","土器付着物焦胴内下",0,"from pottery residue inside fabric?","","from pottery residue inside fabric?",""
1623,"Charred Remain","炭化材",0,"carbonized material","","carbonized material",""
2219,"Charred Remain","炭化材散孔材",0,"carbonized material","","carbonized material","ring material"
2225,"Charred Remain","炭化材環孔材",0,"carbonized material ring porous","","carbonized material ring porous","ring material"
704,"Organic Residue from Pottery","土器付着物吹胴外",0,"from pottery residue outside","","from pottery residue outside",""
705,"Organic Residue from Pottery","土器付着物焦口縁内",0,"from pottery rim residue inside of","","from pottery rim residue inside of",""
703,"Organic Residue from Pottery","土器付着物吹口縁外・胴外",0,"from pottery rim outside edge residue outside","","from pottery rim outside edge residue outside",""
711,"Organic Residue from Pottery","土器付着物煤胴外",0,"from pottery soot residue outside","","from pottery soot residue outside",""
708,"Organic Residue from Pottery","土器付着物焦胴内，底部内面",0,"from pottery interior residue inside fabric? bottom","","from pottery interior residue inside fabric? bottom",""
1580,"Soil","炉址内採集土",0,"sample taken inside furnace","","",""
1863,"Charred Remain","炭化材(コナラ属クヌギ)",0,"carbonized material oak (Quercus sp.) saw-tooth oak (Quercus acutissima)","oak (Quercus sp.) saw-tooth oak (Quercus acutissima)","carbonized material",""
2008,"Charred Remain","炭化材(ハンノキ属ハンノキ亜属)",0,"carbonized material Japanese alder (Alnus japonica)​ alder (Alnus sp.)​","Japanese alder (Alnus japonica)​ alder (Alnus sp.)​","carbonized material",""
2468,"Charred Seed","炭化種実(イネ)",0,"carbonized seed/nuts rice (Oryza sativa)","rice (Oryza sativa)","carbonized seed/nuts",""
2004,"Charred Remain","炭化材(ハンノキ亜属)",0,"carbonized material Japanese alder (Alnus japonica)​","Japanese alder (Alnus japonica)​","carbonized material",""
3279,"Shell","貝類",0,"shellfish","","",""
3155,"Shell","貝",0,"indet. shellfish","","",""
1822,"Charred Remain","炭化材(クリ)",0,"carbonized material chestnut (Castanea crenata)","chestnut (Castanea crenata)","carbonized material",""
140,"Seed","クルミ核片",0,"walnut (Juglans)","walnut (Juglans)","",""
3137,"Peat","草木泥炭",0,"peat vegetation","","peat vegetation",""
870,"Peat","木本泥炭",0,"peat woody","","peat woody",""
1099,"Wood","木材(コナラ属)",0,"material wood oak (Quercus sp.)","oak (Quercus sp.)","material wood",""
2256,"Other Charred Remains","炭化物",1,"carbonized material","","carbonized material",""
2256,"Other Charred Remains","炭化物",1,"carbonized material","","carbonized material",""
2256,"Other Charred Remains","炭化物",1,"carbonized material","","carbonized material",""
2256,"Other Charred Remains","炭化物",1,"carbonized material","","carbonized material",""
1723,"Charred Remain","炭化材(イネ科タケ亜科)",0,"carbonized material Poaceae bamboo (Bambusoideae)","Poaceae bamboo (Bambusoideae)","carbonized material",""
2639,"Wood","生木(クリ)",0,"wood sample chestnut (Castanea crenata)","chestnut (Castanea crenata)","wood sample",""
73,"Seed","オニグルミ",0,"walnut (Juglans ailanthifolia)","walnut (Juglans ailanthifolia)","",""
1740,"Charred Remain","炭化材（エノキ属）",0,"carbonized material hackberry (Celtis sp.)","hackberry (Celtis sp.)","carbonized material",""
316,"Other unknown samples","不明",1,"unknown","","unknown",""
316,"Other unknown samples","不明",1,"unknown","","unknown",""
1618,"Charred Remain","炭化木(マツ)",0,"carbonized pine (Pinus sp.)","pine (Pinus sp.)","carbonized",""
1617,"Charred Remain","炭化木(ブナ？)",0,"carbonized beech (Fagaceae)","beech (Fagaceae)","carbonized",""
412,"Organic Residue from Pottery","土器付着炭化物",0,"carbonized from pottery material residue","","carbonized from pottery material residue",""
314,"Charred Remain","ワラ状炭化物",0,"carbonized straw material","","carbonized straw material",""
